date,year,period_in_year,revenue,profit,cash_reserves,market_share_pct,rd_investment,rd_projects_active,innovation_index,employee_count,employee_satisfaction,employee_turnover_pct,market_conditions,competitor_actions,major_events,strategic_decision_needed
2000-06-W3,26,18,17692213.4,2384954.0,626762582.03,28.5,848056.11,10,100,50,95,5.25,stable,Routine competition,,NO
2000-07-W1,26,19,17733929.91,2266408.59,629028990.62,28.5,884610.67,10,100,50,95,5.25,stable,Routine competition,,NO
2000-07-W2,26,20,17987756.43,2402114.47,631431105.09,28.5,886696.5,10,100,50,95,5.25,stable,Routine competition,,NO
2000-07-W3,26,21,17954719.88,2339956.82,633771061.91,28.5,899387.82,10,100,50,95,5.25,stable,Routine competition,,NO
2000-08-W1,26,22,17476138.92,2313056.12,636084118.03,28.5,897735.99,10,100,50,95,5.25,stable,Routine competition,,NO
2000-08-W2,26,23,17239764.69,2341372.16,638425490.19,28.5,873806.95,10,100,50,95,5.25,stable,Routine competition,,NO
2000-08-W3,26,24,17299273.52,2194647.47,640620137.65,28.5,861988.23,10,100,50,95,5.25,stable,Routine competition,,NO
2000-09-W1,26,25,16853290.6,2044464.15,642664601.81,28.5,864963.68,10,100,50,95,5.25,stable,Routine competition,,NO
2000-09-W2,26,26,16178712.99,2038167.59,644702769.4,28.5,842664.53,10,100,50,95,5.25,stable,Routine competition,,NO
2000-09-W3,26,27,15784992.55,2116723.44,646819492.84,28.5,808935.65,10,100,50,95,5.25,stable,Routine competition,,NO
2000-10-W1,26,28,15452104.37,2084416.23,648903909.07,28.5,789249.63,10,100,50,95,5.25,stable,Routine competition,,NO
2000-10-W2,26,29,14669685.79,1857846.26,650761755.32,28.5,772605.22,10,100,50,95,5.25,stable,Routine competition,,NO
2000-10-W3,26,30,14211123.47,1782635.64,652544390.96,28.5,733484.29,10,100,50,95,5.25,stable,Routine competition,,NO
2000-11-W1,26,31,13558388.71,1747270.58,654291661.54,28.5,710556.17,10,100,50,95,5.25,stable,Routine competition,,NO
2000-11-W2,26,32,13472429.0,1711544.53,656003206.06,28.5,677919.44,10,100,50,95,5.25,stable,Routine competition,,NO
2000-11-W3,26,33,12983847.89,1608180.52,657611386.59,28.5,673621.45,10,100,50,95,5.25,stable,Routine competition,,NO
2000-12-W1,26,34,12636468.06,1679642.41,659291029.0,28.5,649192.39,10,100,50,95,5.25,stable,Routine competition,,NO
2000-12-W2,26,35,12529169.24,1626404.93,660917433.93,28.5,631823.4,10,100,50,95,5.25,stable,Price war initiated,,NO
2000-12-W3,26,36,12641184.13,1643862.42,662561296.35,28.5,626458.46,10,100,50,95,5.25,stable,Routine competition,,NO
2000-01-W1,27,1,13009663.86,1711494.42,664272790.77,28.5,632059.21,10,100,50,95,5.25,stable,Routine competition,,NO
2001-01-W2,27,2,12676612.29,1602367.68,665875158.45,28.5,650483.19,10,100,50,95,5.25,stable,Routine competition,,NO
2001-01-W3,27,3,12944598.75,1725170.61,667600329.06,28.5,633830.61,10,100,50,95,5.25,stable,Routine competition,,NO
2001-02-W1,27,4,13325574.7,1768736.38,669369065.43,28.5,647229.94,10,100,50,95,5.25,stable,Routine competition,,NO
2001-02-W2,27,5,13636397.41,1747251.72,671116317.15,28.5,666278.73,10,100,50,95,5.25,stable,Routine competition,,NO
2001-02-W3,27,6,14206426.14,1817133.31,672933450.46,28.5,681819.87,10,100,50,95,5.25,stable,Routine competition,,NO
2001-03-W1,27,7,14662817.88,1924521.25,674857971.71,28.5,710321.31,10,100,50,95,5.25,stable,Routine competition,,NO
2001-03-W2,27,8,14704403.09,1970205.81,676828177.52,28.5,733140.89,10,100,50,95,5.25,stable,Routine competition,,NO
2001-03-W3,27,9,15133934.09,1970613.02,678798790.54,28.5,735220.15,10,100,50,95,5.25,stable,Routine competition,,NO
2001-04-W1,27,10,15893417.84,2101242.88,680900033.42,28.5,756696.7,10,100,50,95,5.25,stable,Routine competition,,NO
2001-04-W2,27,11,16766275.65,2230438.67,683130472.09,28.5,794670.89,10,100,50,95,5.25,stable,Routine competition,,NO
2001-04-W3,27,12,17081332.09,2225467.59,685355939.67,28.5,838313.78,10,100,50,95,5.25,stable,Routine competition,,NO
2001-05-W1,27,13,17849057.76,2380949.64,687736889.31,28.5,854066.6,10,100,50,95,5.25,stable,Routine competition,,NO
2001-05-W2,27,14,17813723.16,2313705.61,690050594.93,28.5,892452.89,10,100,50,95,5.25,stable,Routine competition,,NO
2001-05-W3,27,15,17789169.9,2319782.91,692370377.83,28.5,890686.16,10,100,50,95,5.25,stable,Routine competition,,NO
2001-06-W1,27,16,18085558.31,2384308.44,694754686.28,28.5,889458.49,10,100,50,95,5.25,stable,Routine competition,,NO
2001-06-W2,27,17,18645007.94,2493231.07,697247917.34,28.5,904277.92,10,100,50,95,5.25,stable,Routine competition,,NO
2001-06-W3,27,18,18718453.08,2425872.96,699673790.31,28.5,932250.4,10,100,50,95,5.25,stable,Routine competition,,NO
2001-07-W1,27,19,19049793.06,2478126.12,702151916.42,28.5,935922.65,10,100,50,95,5.25,stable,Routine competition,,NO
2001-07-W2,27,20,19064619.56,2547082.57,704698998.99,28.5,952489.65,10,100,50,95,5.25,stable,Routine competition,,NO
2001-07-W3,27,21,19548516.1,2613706.63,707312705.62,28.5,953230.98,10,100,50,95,5.25,stable,Routine competition,,NO
2001-08-W1,27,22,19727547.88,2578377.33,709891082.95,28.5,977425.81,10,100,50,95,5.25,stable,Price war initiated,,NO
2001-08-W2,27,23,19363572.7,2458125.18,712349208.14,28.5,986377.39,10,100,50,95,5.25,stable,Routine competition,,NO
2001-08-W3,27,24,18312305.31,2205344.65,714554552.79,28.5,968178.63,10,100,50,95,5.25,stable,Routine competition,,NO
2001-09-W1,27,25,18135594.14,2306000.98,716860553.77,28.5,915615.27,10,100,50,95,5.25,stable,Routine competition,,NO
2001-09-W2,27,26,17581327.71,2223236.98,719083790.75,28.5,906779.71,10,100,50,95,5.25,stable,Routine competition,,NO
2001-09-W3,27,27,16885684.98,2099618.66,721183409.41,28.5,879066.39,10,100,50,95,5.25,stable,Routine competition,,NO
2001-10-W1,27,28,16269091.07,2228790.72,723412200.13,28.5,844284.25,10,100,50,95,5.25,stable,Routine competition,,NO
2001-10-W2,27,29,15683483.96,1899720.49,725311920.62,28.5,813454.55,10,100,50,95,5.25,stable,Routine competition,,NO
2001-10-W3,27,30,15452864.54,2153142.09,727465062.7,28.5,784174.2,10,100,50,95,5.25,stable,Routine competition,,NO
2001-11-W1,27,31,15244271.69,1953840.79,729418903.5,28.5,772643.23,10,100,50,95,5.25,stable,M&A activity in sector,,NO
2001-11-W2,27,32,14799559.84,1953497.05,731372400.54,28.5,762213.58,10,100,50,95,5.25,stable,Routine competition,,NO
2001-11-W3,27,33,14691648.03,1924538.01,733296938.55,28.5,739977.99,10,100,50,95,5.25,stable,Routine competition,,NO
2001-12-W1,27,34,14991200.3,1905634.17,735202572.73,28.5,734582.4,10,100,50,95,5.25,stable,Routine competition,,NO
2001-12-W2,27,35,15094265.52,2036724.7,737239297.42,28.5,749560.01,10,100,50,95,5.25,stable,Routine competition,,NO
2001-12-W3,27,36,14947107.76,1884432.32,739123729.74,28.5,754713.28,10,100,50,95,5.25,stable,Routine competition,,NO
2001-01-W1,28,1,14776115.06,1878856.4,741002586.15,28.5,747355.39,10,100,50,95,5.25,stable,Routine competition,,NO
2002-01-W2,28,2,14814966.16,1891148.21,742893734.36,28.5,738805.75,10,100,50,95,5.25,stable,Routine competition,,NO
2002-01-W3,28,3,15190382.94,1948322.71,744842057.06,28.5,740748.31,10,100,50,95,5.25,stable,Routine competition,,NO
2002-02-W1,28,4,15316625.68,1979784.52,746821841.59,28.5,759519.15,10,100,50,95,5.25,stable,Routine competition,,NO
2002-02-W2,28,5,15815812.98,2174594.7,748996436.29,28.5,765831.28,10,100,50,95,5.25,stable,Routine competition,,NO
2002-02-W3,28,6,16814181.27,2177221.42,751173657.72,28.5,790790.65,10,100,50,95,5.25,stable,Routine competition,,NO
2002-03-W1,28,7,16999979.4,2131310.3,753304968.02,28.5,840709.06,10,100,50,95,5.25,stable,Routine competition,,NO
2002-03-W2,28,8,18262021.67,2433754.25,755738722.27,28.5,849998.97,10,100,50,95,5.25,stable,Routine competition,,NO
2002-03-W3,28,9,18661471.32,2403865.88,758142588.14,28.5,913101.08,10,100,50,95,5.25,stable,Routine competition,,NO
2002-04-W1,28,10,19622004.11,2681401.93,760823990.08,28.5,933073.57,10,100,50,95,5.25,stable,Routine competition,,NO
2002-04-W2,28,11,19970554.16,2660637.79,763484627.87,28.5,981100.21,10,100,50,95,5.25,stable,Routine competition,,NO
2002-04-W3,28,12,21253769.22,2751540.76,766236168.63,28.5,998527.71,10,100,50,95,5.25,stable,Routine competition,,NO
2002-05-W1,28,13,21903389.99,2915959.35,769152127.98,28.5,1062688.46,10,100,50,95,5.25,stable,Routine competition,,NO
2002-05-W2,28,14,22059498.87,2782674.9,771934802.88,28.5,1095169.5,10,100,50,95,5.25,stable,Routine competition,,NO
2002-05-W3,28,15,22594404.51,2828585.0,774763387.88,28.5,1102974.94,10,100,50,95,5.25,stable,Routine competition,,NO
2002-06-W1,28,16,23384096.68,3011165.64,777774553.52,28.5,1129720.23,10,100,50,95,5.25,stable,Routine competition,,NO
2002-06-W2,28,17,23825258.64,3116851.01,780891404.53,28.5,1169204.83,10,100,50,95,5.25,stable,Routine competition,,NO
2002-06-W3,28,18,23997314.47,3239463.5,784130868.03,28.5,1191262.93,10,100,50,95,5.25,stable,Routine competition,,NO
2002-07-W1,28,19,24121205.43,2897978.51,787028846.54,28.5,1199865.72,10,100,50,95,5.25,stable,Routine competition,,NO
2002-07-W2,28,20,24075388.38,3052701.23,790081547.77,28.5,1206060.27,10,100,50,95,5.25,stable,Routine competition,,NO
2002-07-W3,28,21,23578816.32,2870969.83,792952517.6,28.5,1203769.42,10,100,50,95,5.25,stable,Routine competition,,NO
2002-08-W1,28,22,23040320.83,2984238.83,795936756.43,28.5,1178940.82,10,100,50,95,5.25,stable,Routine competition,,NO
2002-08-W2,28,23,22395050.32,2946299.97,798883056.4,28.5,1152016.04,10,100,50,95,5.25,stable,Routine competition,,NO
2002-08-W3,28,24,22452813.52,2809616.14,801692672.55,28.5,1119752.52,10,100,50,95,5.25,stable,Routine competition,,NO
2002-09-W1,28,25,21855135.59,2779894.36,804472566.91,28.5,1122640.68,10,100,50,95,5.25,stable,Routine competition,,NO
2002-09-W2,28,26,21181189.06,2714170.86,807186737.77,28.5,1092756.78,10,100,50,95,5.25,stable,Routine competition,,NO
2002-09-W3,28,27,20447312.53,2613165.43,809799903.2,28.5,1059059.45,10,100,50,95,5.25,stable,Routine competition,,NO
2002-10-W1,28,28,19555879.64,2656343.82,812456247.02,28.5,1022365.63,10,100,50,95,5.25,stable,Routine competition,,NO
2002-10-W2,28,29,19017694.55,2437741.58,814893988.6,28.5,977793.98,10,100,50,95,5.25,stable,Routine competition,,NO
2002-10-W3,28,30,18467003.31,2433621.48,817327610.08,28.5,950884.73,10,100,50,95,5.25,stable,M&A activity in sector,,NO
2002-11-W1,28,31,18330328.3,2386629.64,819714239.72,28.5,923350.17,10,100,50,95,5.25,stable,Routine competition,,NO
2002-11-W2,28,32,17747974.76,2297565.8,822011805.52,28.5,916516.42,10,100,50,95,5.25,stable,Routine competition,,NO
2002-11-W3,28,33,17407679.29,2251575.38,824263380.9,28.5,887398.74,10,100,50,95,5.25,stable,Routine competition,,NO
2002-12-W1,28,34,17247230.95,2197481.61,826460862.51,28.5,870383.96,10,100,50,95,5.25,stable,Routine competition,,NO
2002-12-W2,28,35,17136106.64,2239042.58,828699905.09,28.5,862361.55,10,100,50,95,5.25,stable,Routine competition,,NO
2002-12-W3,28,36,17177171.6,2250702.18,830950607.28,28.5,856805.33,10,100,50,95,5.25,stable,Routine competition,,NO
2002-01-W1,29,1,16990393.68,2118046.27,833068653.54,28.5,858858.58,10,100,50,95,5.25,stable,Routine competition,,NO
2003-01-W2,29,2,17103509.13,2162615.02,835231268.57,28.5,849519.68,10,100,50,95,5.25,stable,Routine competition,,NO
2003-01-W3,29,3,17689554.67,2234247.05,837465515.62,28.5,855175.46,10,100,50,95,5.25,stable,Routine competition,,NO
2003-02-W1,29,4,17846531.13,2329671.84,839795187.46,28.5,884477.73,10,100,50,95,5.25,stable,Routine competition,,NO
2003-02-W2,29,5,18264682.27,2430178.3,842225365.75,28.5,892326.56,10,100,50,95,5.25,stable,Routine competition,,NO
2003-02-W3,29,6,18594199.25,2418202.06,844643567.81,28.5,913234.11,10,100,50,95,5.25,stable,Routine competition,,NO
2003-03-W1,29,7,19024820.0,2406133.35,847049701.16,28.5,929709.96,10,100,50,95,5.25,stable,Routine competition,,NO
2003-03-W2,29,8,19109733.76,2366614.96,849416316.12,28.5,951241.0,10,100,50,95,5.25,stable,Routine competition,,NO
2003-03-W3,29,9,19166949.38,2494775.94,851911092.06,28.5,955486.69,10,100,50,95,5.25,stable,Routine competition,,NO
2003-04-W1,29,10,19823229.54,2626695.89,854537787.95,28.5,958347.47,10,100,50,95,5.25,stable,Routine competition,,NO
2003-04-W2,29,11,20551765.8,2793715.3,857331503.25,28.5,991161.48,10,100,50,95,5.25,stable,Routine competition,,NO
2003-04-W3,29,12,21238478.84,2720751.84,860052255.09,28.5,1027588.29,10,100,50,95,5.25,stable,Routine competition,,NO
2003-05-W1,29,13,22074838.85,2916711.08,862968966.17,28.5,1061923.94,10,100,50,95,5.25,stable,Routine competition,,NO
2003-05-W2,29,14,22445773.15,3001709.78,865970675.95,28.5,1103741.94,10,100,50,95,5.25,stable,Routine competition,,NO
2003-05-W3,29,15,23137283.27,3182904.93,869153580.88,28.5,1122288.66,10,100,50,95,5.25,stable,Routine competition,,NO
2003-06-W1,29,16,23705404.81,3104170.88,872257751.76,28.5,1156864.16,10,100,50,95,5.25,stable,Routine competition,,NO
2003-06-W2,29,17,24302737.19,3106819.12,875364570.87,28.5,1185270.24,10,100,50,95,5.25,stable,Routine competition,,NO
2003-06-W3,29,18,23996647.87,3097533.09,878462103.97,28.5,1215136.86,10,100,50,95,5.25,stable,M&A activity in sector,,NO
2003-07-W1,29,19,24263659.18,2970790.17,881432894.13,28.5,1199832.39,10,100,50,95,5.25,stable,Routine competition,,NO
2003-07-W2,29,20,25193387.39,3348880.63,884781774.76,28.5,1213182.96,10,100,50,95,5.25,stable,Routine competition,,NO
2003-07-W3,29,21,24585006.59,3266034.62,888047809.38,28.5,1259669.37,10,100,50,95,5.25,stable,Routine competition,,NO
2003-08-W1,29,22,24216192.55,3162682.03,891210491.4,28.5,1229250.33,10,100,50,95,5.25,stable,Routine competition,,NO
2003-08-W2,29,23,22949085.5,3022840.98,894233332.38,28.5,1210809.63,10,100,50,95,5.25,stable,Routine competition,,NO
2003-08-W3,29,24,22582558.16,2779686.2,897013018.58,28.5,1147454.27,10,100,50,95,5.25,stable,Routine competition,,NO
2003-09-W1,29,25,22186909.27,2848315.02,899861333.6,28.5,1129127.91,10,100,50,95,5.25,stable,Routine competition,,NO
2003-09-W2,29,26,21486997.24,2848286.37,902709619.96,28.5,1109345.46,10,100,50,95,5.25,stable,Routine competition,,NO
2003-09-W3,29,27,19905613.08,2531733.39,905241353.35,28.5,1074349.86,10,100,50,95,5.25,stable,Routine competition,,NO
2003-10-W1,29,28,19432462.17,2488624.42,907729977.77,28.5,995280.65,10,100,50,95,5.25,stable,Routine competition,,NO
2003-10-W2,29,29,19063435.96,2422751.87,910152729.63,28.5,971623.11,10,100,50,95,5.25,stable,Routine competition,,NO
2003-10-W3,29,30,18552154.5,2386196.84,912538926.47,28.5,953171.8,10,100,50,95,5.25,stable,Routine competition,,NO
2003-11-W1,29,31,18165455.65,2409026.45,914947952.92,28.5,927607.72,10,100,50,95,5.25,stable,Routine competition,,NO
2003-11-W2,29,32,17752467.87,2339541.07,917287493.99,28.5,908272.78,10,100,50,95,5.25,stable,Routine competition,,NO
2003-11-W3,29,33,17697977.91,2351397.76,919638891.76,28.5,887623.39,10,100,50,95,5.25,stable,Routine competition,,NO
2003-12-W1,29,34,17572538.28,2197578.78,921836470.54,28.5,884898.9,10,100,50,95,5.25,stable,Routine competition,,NO
2003-12-W2,29,35,17336741.37,2243569.75,924080040.29,28.5,878626.91,10,100,50,95,5.25,stable,Routine competition,,NO
2003-12-W3,29,36,17190461.37,2250812.62,926330852.91,28.5,866837.07,10,100,50,95,5.25,stable,Routine competition,,NO
2003-01-W1,30,1,16944685.6,2124547.35,928455400.26,28.5,859523.07,10,100,50,95,5.25,stable,Routine competition,,NO
2004-01-W2,30,2,17196548.2,2347924.96,930803325.22,28.5,847234.28,10,100,50,95,5.25,stable,Routine competition,,NO
2004-01-W3,30,3,17429658.2,2182653.11,932985978.33,28.5,859827.41,10,100,50,95,5.25,stable,Routine competition,,NO
2004-02-W1,30,4,17905292.49,2371885.47,935357863.8,28.5,871482.91,10,100,50,95,5.25,stable,Routine competition,,NO
2004-02-W2,30,5,18422426.54,2392225.44,937750089.24,28.5,895264.62,10,100,50,95,5.25,stable,Routine competition,,NO
2004-02-W3,30,6,19131075.54,2654259.6,940404348.84,28.5,921121.33,10,100,50,95,5.25,stable,Routine competition,,NO
2004-03-W1,30,7,19549472.02,2552004.88,942956353.72,28.5,956553.78,10,100,50,95,5.25,stable,Routine competition,,NO
2004-03-W2,30,8,20074458.11,2691471.04,945647824.76,28.5,977473.6,10,100,50,95,5.25,stable,Routine competition,,NO
2004-03-W3,30,9,20665666.98,2660818.32,948308643.08,28.5,1003722.91,10,100,50,95,5.25,stable,Routine competition,,NO
2004-04-W1,30,10,20903033.48,2748633.61,951057276.7,28.5,1033283.35,10,100,50,95,5.25,stable,Routine competition,,NO
2004-04-W2,30,11,21434085.69,2800480.76,953857757.45,28.5,1045151.67,10,100,50,95,5.25,stable,Routine competition,,NO
2004-04-W3,30,12,22496556.1,2931612.96,956789370.42,28.5,1071704.28,10,100,50,95,5.25,stable,Routine competition,,NO
2004-05-W1,30,13,22840489.33,2848010.92,959637381.34,28.5,1124827.81,10,100,50,95,5.25,stable,Routine competition,,NO
2004-05-W2,30,14,23144053.97,2969245.88,962606627.21,28.5,1142024.47,10,100,50,95,5.25,stable,Routine competition,,NO
2004-05-W3,30,15,23228559.73,3089703.81,965696331.03,28.5,1157202.7,10,100,50,95,5.25,stable,Routine competition,,NO
2004-06-W1,30,16,23374093.96,3157633.55,968853964.58,28.5,1161427.99,10,100,50,95,5.25,stable,Routine competition,,NO
2004-06-W2,30,17,23129368.94,2928520.61,971782485.19,28.5,1168704.7,10,100,50,95,5.25,stable,Routine competition,,NO
2004-06-W3,30,18,23007338.16,3010186.97,974792672.16,28.5,1156468.45,10,100,50,95,5.25,stable,Routine competition,,NO
2004-07-W1,30,19,23251276.31,2974162.32,977766834.49,28.5,1150366.91,10,100,50,95,5.25,stable,Routine competition,,NO
2004-07-W2,30,20,23674384.01,3029070.99,980795905.48,28.5,1162563.82,10,100,50,95,5.25,stable,Routine competition,,NO
2004-07-W3,30,21,23144989.67,2928962.99,983724868.46,28.5,1183719.2,10,100,50,95,5.25,stable,Routine competition,,NO
2004-08-W1,30,22,23562199.01,2930716.69,986655585.15,28.5,1157249.48,10,100,50,95,5.25,stable,Routine competition,,NO
2004-08-W2,30,23,23360652.79,3079974.61,989735559.76,28.5,1178109.95,10,100,50,95,5.25,stable,Routine competition,,NO
2004-08-W3,30,24,22476123.72,2806898.43,992542458.2,28.5,1168032.64,10,100,50,95,5.25,stable,Routine competition,,NO
2004-09-W1,30,25,22008320.69,2893226.48,995435684.67,28.5,1123806.19,10,100,50,95,5.25,stable,Routine competition,,NO
2004-09-W2,30,26,21189930.47,2772001.22,998207685.9,28.5,1100416.03,10,100,50,95,5.25,stable,Competitor launches new product,,NO
2004-09-W3,30,27,20991634.99,2858600.24,1001066286.14,28.5,1059496.52,10,100,50,95,5.25,stable,Routine competition,,NO
2004-10-W1,30,28,20752907.98,2804187.15,1003870473.29,28.5,1049581.75,10,100,50,95,5.25,stable,Routine competition,,NO
2004-10-W2,30,29,20552847.54,2620451.35,1006490924.64,28.5,1037645.4,10,100,50,95,5.25,stable,Routine competition,,NO
2004-10-W3,30,30,19842661.04,2601822.72,1009092747.36,28.5,1027642.38,10,100,50,95,5.25,stable,Routine competition,,NO
2004-11-W1,30,31,19301306.73,2380911.08,1011473658.43,28.5,992133.05,10,100,50,95,5.25,stable,Routine competition,,NO
2004-11-W2,30,32,18963002.73,2462701.04,1013936359.47,28.5,965065.34,10,100,50,95,5.25,stable,Routine competition,,NO
2004-11-W3,30,33,18736076.44,2424056.93,1016360416.4,28.5,948150.14,10,100,50,95,5.25,stable,Routine competition,,NO
2004-12-W1,30,34,18483538.9,2339574.08,1018699990.48,28.5,936803.82,10,100,50,95,5.25,stable,Routine competition,,NO
2004-12-W2,30,35,18332947.75,2481012.63,1021181003.11,28.5,924176.94,10,100,50,95,5.25,stable,Routine competition,,NO
2004-12-W3,30,36,17914992.76,2298244.78,1023479247.89,28.5,916647.39,10,100,50,95,5.25,stable,Routine competition,,NO
2004-01-W1,31,1,18237275.6,2382603.65,1025861851.54,28.5,895749.64,10,100,50,95,5.25,stable,Routine competition,,NO
2005-01-W2,31,2,17901997.34,2473847.32,1028335698.86,28.5,911863.78,10,100,50,95,5.25,stable,Routine competition,,NO
2005-01-W3,31,3,17923654.66,2296235.68,1030631934.53,28.5,895099.87,10,100,50,95,5.25,stable,Routine competition,,NO
2005-02-W1,31,4,17905436.32,2284404.63,1032916339.17,28.5,896182.73,10,100,50,95,5.25,stable,Routine competition,,NO
2005-02-W2,31,5,18589204.47,2444602.69,1035360941.86,28.5,895271.82,10,100,50,95,5.25,stable,Routine competition,,NO
2005-02-W3,31,6,19039841.94,2587265.8,1037948207.66,28.5,929460.22,10,100,50,95,5.25,stable,Routine competition,,NO
2005-03-W1,31,7,19051892.73,2377964.96,1040326172.62,28.5,951992.1,10,100,50,95,5.25,stable,Routine competition,,NO
2005-03-W2,31,8,19850585.5,2717944.65,1043044117.26,28.5,952594.64,10,100,50,95,5.25,stable,Routine competition,,NO
2005-03-W3,31,9,21332086.65,2852742.69,1045896859.95,28.5,992529.28,10,100,50,95,5.25,stable,Routine competition,,NO
2005-04-W1,31,10,22293664.0,2792707.26,1048689567.21,28.5,1066604.33,10,100,50,95,5.25,stable,Routine competition,,NO
2005-04-W2,31,11,22955398.51,2943643.22,1051633210.43,28.5,1114683.2,10,100,50,95,5.25,stable,Routine competition,,NO
2005-04-W3,31,12,23578666.71,3247852.73,1054881063.16,28.5,1147769.93,10,100,50,95,5.25,stable,Routine competition,,NO
2005-05-W1,31,13,23352934.69,3064248.72,1057945311.89,28.5,1178933.34,10,100,50,95,5.25,stable,Routine competition,,NO
2005-05-W2,31,14,23709520.94,3135459.67,1061080771.56,28.5,1167646.73,10,100,50,95,5.25,stable,Routine competition,,NO
2005-05-W3,31,15,24307299.72,3082640.58,1064163412.15,28.5,1185476.05,10,100,50,95,5.25,stable,Routine competition,,NO
2005-06-W1,31,16,25082445.61,3345711.28,1067509123.42,28.5,1215364.99,10,100,50,95,5.25,stable,Routine competition,,NO
2005-06-W2,31,17,25202505.92,3214645.22,1070723768.64,28.5,1254122.28,10,100,50,95,5.25,stable,Routine competition,,NO
2005-06-W3,31,18,25006430.07,3192260.83,1073916029.47,28.5,1260125.3,10,100,50,95,5.25,stable,Routine competition,,NO
2005-07-W1,31,19,25102390.91,3147537.79,1077063567.26,28.5,1250321.5,10,100,50,95,5.25,stable,Routine competition,,NO
2005-07-W2,31,20,25057917.87,3257486.49,1080321053.75,28.5,1255119.55,10,100,50,95,5.25,stable,Routine competition,,NO
2005-07-W3,31,21,24701295.06,3121820.92,1083442874.67,28.5,1252895.89,10,100,50,95,5.25,stable,Routine competition,,NO
2005-08-W1,31,22,24275760.38,3125306.9,1086568181.56,28.5,1235064.75,10,100,50,95,5.25,stable,Routine competition,,NO
2005-08-W2,31,23,23695470.52,3041373.28,1089609554.85,28.5,1213788.02,10,100,50,95,5.25,stable,Routine competition,,NO
2005-08-W3,31,24,22765312.28,3046241.17,1092655796.02,28.5,1184773.53,10,100,50,95,5.25,stable,Routine competition,,NO
2005-09-W1,31,25,22370198.93,2935846.14,1095591642.16,28.5,1138265.61,10,100,50,95,5.25,stable,Routine competition,,NO
2005-09-W2,31,26,20749366.07,2740409.13,1098332051.29,28.5,1118509.95,10,100,50,95,5.25,stable,Routine competition,,NO
2005-09-W3,31,27,20195965.79,2554389.4,1100886440.69,28.5,1037468.3,10,100,50,95,5.25,stable,Routine competition,,NO
2005-10-W1,31,28,18872190.49,2582630.33,1103469071.02,28.5,1009798.29,10,100,50,95,5.25,stable,Routine competition,,NO
2005-10-W2,31,29,19037126.96,2565634.11,1106034705.14,28.5,943609.52,10,100,50,95,5.25,stable,Routine competition,,NO
2005-10-W3,31,30,18797477.75,2496355.38,1108531060.51,28.5,951856.35,10,100,50,95,5.25,stable,Routine competition,,NO
2005-11-W1,31,31,18137791.53,2364264.32,1110895324.84,28.5,939873.89,10,100,50,95,5.25,stable,Routine competition,,NO
2005-11-W2,31,32,17756366.83,2287460.95,1113182785.79,28.5,906889.58,10,100,50,95,5.25,stable,Competitor launches new product,,NO
2005-11-W3,31,33,17334813.91,2199525.12,1115382310.9,28.5,887818.34,10,100,50,95,5.25,stable,Routine competition,,NO
2005-12-W1,31,34,16494947.19,2112938.77,1117495249.67,28.5,866740.7,10,100,50,95,5.25,stable,Routine competition,,NO
2005-12-W2,31,35,16433297.67,2024840.04,1119520089.71,28.5,824747.36,10,100,50,95,5.25,stable,Routine competition,,NO
2005-12-W3,31,36,16488905.35,2077495.99,1121597585.7,28.5,821664.88,10,100,50,95,5.25,stable,Routine competition,,NO
2005-01-W1,32,1,9763683.05,1103441.13,674061992.55,28.5,824445.27,10,100,50,95,5.25,crisis,Routine competition,🚨 ECONOMIC CRASH: Revenue -30%. CFO demands R&D cuts.,YES
2006-01-W2,32,2,8043267.94,994541.74,675056534.29,28.5,488184.15,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-01-W3,32,3,6878543.29,857872.29,675914406.58,28.5,402163.4,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-02-W1,32,4,5880042.24,699596.06,676614002.64,28.5,343927.16,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-02-W2,32,5,5018246.42,612119.4,677226122.04,28.5,294002.11,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-02-W3,32,6,4306689.87,535176.67,677761298.72,28.5,250912.32,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-03-W1,32,7,3656879.54,456831.98,678218130.69,28.5,215334.49,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-03-W2,32,8,3280115.53,426512.52,678644643.21,28.5,182843.98,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-03-W3,32,9,2851068.6,351616.66,678996259.87,28.5,164005.78,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-04-W1,32,10,2424930.81,296708.94,679292968.82,28.5,142553.43,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-04-W2,32,11,2055131.43,262905.93,679555874.75,28.5,121246.54,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-04-W3,32,12,1802855.46,231270.63,679787145.37,28.5,102756.57,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-05-W1,32,13,1589695.25,209529.48,679996674.85,28.5,90142.77,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-05-W2,32,14,1388825.54,172968.24,680169643.09,28.5,79484.76,10,100,50,95,5.25,crisis,Routine competition,,NO
2006-05-W3,32,15,1232128.33,156250.39,680325893.48,28.5,69441.28,10,100,50,95,5.25,crisis,Routine competition,,NO
